,id,name,price,stock,Variations,Category,Brand,Description
186,32,Rude Baked Highlighter,830,80 In Stock,Flirtatious Behavior ( Out of stock ), Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Shine Control Lasting Makeup Mist. Long lasting formula gurantees matte finish and helps keep oil at bay. Spray on and have your makeup last all day."
187,33,RUDE Serum of Love,1490,87 In Stock,Select Shade/Color, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Shine Control Lasting Makeup Mist. Long lasting formula gurantees matte finish and helps keep oil at bay. Spray on and have your makeup last all day."
188,33,RUDE Serum of Love,1490,87 In Stock,Rose Petal, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Shine Control Lasting Makeup Mist. Long lasting formula gurantees matte finish and helps keep oil at bay. Spray on and have your makeup last all day."
189,33,RUDE Serum of Love,1490,87 In Stock,Pink Grapefruit, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Shine Control Lasting Makeup Mist. Long lasting formula gurantees matte finish and helps keep oil at bay. Spray on and have your makeup last all day."
190,33,RUDE Serum of Love,1490,87 In Stock,Watermelon, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Shine Control Lasting Makeup Mist. Long lasting formula gurantees matte finish and helps keep oil at bay. Spray on and have your makeup last all day."
191,34,Rude Waterproof Eyeshadow Primer Oil,590,,Watermelon, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
192,35,Rude Matte-nificent Lip Crayon ,490,90 In Stock,Select Shade/Color, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
193,35,Rude Matte-nificent Lip Crayon ,490,90 In Stock,Exposed, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
194,35,Rude Matte-nificent Lip Crayon ,490,90 In Stock,Bare, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
195,35,Rude Matte-nificent Lip Crayon ,490,90 In Stock,Naked, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
196,35,Rude Matte-nificent Lip Crayon ,490,90 In Stock,Nude, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
197,36,RUDE Undaunted Blush Palette,1100,,Nude, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
198,37,RUDE What A Softy Teardrop Beauty Sponge,580,,Nude, Makeup Accessories, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
199,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Select Shade/Color, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
200,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Girls Night, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
201,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Baddie, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
202,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Morning After, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
203,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Addicted, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
204,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Scandal, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
205,38,RUDE 2.4.1 Lip Liner & Brush,800,71 In Stock,Frisky, Lips, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
206,39,Rude Amiga Ombre Blush,930,72 In Stock,Select Shade/Color, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
207,39,Rude Amiga Ombre Blush,930,72 In Stock,Josephina, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
208,39,Rude Amiga Ombre Blush,930,72 In Stock,Juanita, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
209,39,Rude Amiga Ombre Blush,930,72 In Stock,Lupita, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
210,40,Rude Ultra High Definition Studio Finishing Mineral Powder,590,69 In Stock,Select Shade/Color, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
211,40,Rude Ultra High Definition Studio Finishing Mineral Powder,590,69 In Stock,Translucent, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
212,40,Rude Ultra High Definition Studio Finishing Mineral Powder,590,69 In Stock,Banana, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
213,40,Rude Ultra High Definition Studio Finishing Mineral Powder,590,69 In Stock,Shimmering, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
214,41,Rude - My Secret Weapon Prep / Prime Highlighter,530,79 In Stock,Select Shade/Color, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
215,41,Rude - My Secret Weapon Prep / Prime Highlighter,530,79 In Stock,Cocoa Light, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
216,41,Rude - My Secret Weapon Prep / Prime Highlighter,530,79 In Stock,Ivory, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
217,42,RUDE What A Softy Precision Beauty Sponge,580,,Ivory, Makeup Accessories, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
218,43,Rude Shine Crime Anti-Shine Blotting Powder,950,67 In Stock,Select Shade/Color, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
219,43,Rude Shine Crime Anti-Shine Blotting Powder,950,67 In Stock,Banana, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
220,43,Rude Shine Crime Anti-Shine Blotting Powder,950,67 In Stock,Translucent, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
221,44,Rude Under Eye Setting Mineral Powder,440,,Translucent, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
222,45,Rude Cocktail Party 12 Eyeshadow Palette,1470,36 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
223,45,Rude Cocktail Party 12 Eyeshadow Palette,1470,36 In Stock,Dirty Mother, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
224,45,Rude Cocktail Party 12 Eyeshadow Palette,1470,36 In Stock,Screwdriver, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
225,46,Rude Stop The Pressed Powder,1030,53 In Stock,Select Shade/Color, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
226,46,Rude Stop The Pressed Powder,1030,53 In Stock,Fair, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
227,46,Rude Stop The Pressed Powder,1030,53 In Stock,Porcelain, Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
228,47,RUDE Double Agent 2 in 1 Eyebrow Pencil & Powder,750,51 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
229,47,RUDE Double Agent 2 in 1 Eyebrow Pencil & Powder,750,51 In Stock,Black Brown, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
230,47,RUDE Double Agent 2 in 1 Eyebrow Pencil & Powder,750,51 In Stock,Neutral Brown, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
231,48,Rude Teeny Weeny Micro Eyebrow Pen,540,39 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
232,48,Rude Teeny Weeny Micro Eyebrow Pen,540,39 In Stock,Neutral Brown, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
233,48,Rude Teeny Weeny Micro Eyebrow Pen,540,39 In Stock,Hazel, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
234,49,RUDE Hypnotic Hyper Duo Chrome Eyeshadow,580,49 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
235,49,RUDE Hypnotic Hyper Duo Chrome Eyeshadow,580,49 In Stock,State of Mind, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
236,49,RUDE Hypnotic Hyper Duo Chrome Eyeshadow,580,49 In Stock,Trance Dance, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
237,50,Rude  Lingerie Collection 16 Matte Eyeshadow Palette,1840,22 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
238,50,Rude  Lingerie Collection 16 Matte Eyeshadow Palette,1840,22 In Stock,Naughty Nights, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
239,50,Rude  Lingerie Collection 16 Matte Eyeshadow Palette,1840,22 In Stock,Romantic Nights ( Out of stock ), Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
240,51,RUDE Sculpting Contour Trio,1150,,Romantic Nights ( Out of stock ), Face, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
241,52,Superfantastic Multipurpose Makeup Pencil,480,43 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
242,52,Superfantastic Multipurpose Makeup Pencil,480,43 In Stock,Supernude, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
243,52,Superfantastic Multipurpose Makeup Pencil,480,43 In Stock,Superwhite, Eye Makeup, RUDE® ,"
	Our waterproof Primer Oil nourishes and moisturizes while enhancing the shimmer shadows you put on top of it. Take your shadows to their fullest potential, see more pigmentation, color shifts, and light reflecting shimmer than ever before!"
244,53,Rude Mermaid Water Hydrating Mist Toner,1320,,Superwhite, Skin Care, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
245,54,Rude Renew My Lips Lip Exfoliator,590,39 In Stock,Select Shade/Color, Lips, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
246,54,Rude Renew My Lips Lip Exfoliator,590,39 In Stock,Strawberry, Lips, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
247,54,Rude Renew My Lips Lip Exfoliator,590,39 In Stock,Mint, Lips, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
248,54,Rude Renew My Lips Lip Exfoliator,590,39 In Stock,Vanilla, Lips, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
249,55,RUDE Beyond Belief Purifying Charcoal Mask 5 Piece Pack,1270,,Vanilla, Skin Care, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
250,56,Rude Magic Duo Highlight & Contour,540,37 In Stock,Select Shade/Color, Face, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
251,56,Rude Magic Duo Highlight & Contour,540,37 In Stock,Light, Face, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
252,56,Rude Magic Duo Highlight & Contour,540,37 In Stock,Medium ( Out of stock ), Face, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
253,56,Rude Magic Duo Highlight & Contour,540,37 In Stock,Tan ( Out of stock ), Face, RUDE® ,"
	Refresh and hydrate skin anytime, anywhere with a quick mist of this must-have lemongrass elixir! This dual facial spray and toner serves as a detoxifying and hydrating elixir for dry or stressed skin. "
254,57,Rude Oh Wow! Miracle Toner,1420,,Tan ( Out of stock ), Skin Care, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
255,58,Rude - RuduDE Be-all and End All All-in-One Loción,1500,,Tan ( Out of stock ), Skin Care, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
256,59,Rude 2 in 1 Shimmering Eyeliner - Eyeshadow,540,15 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
257,59,Rude 2 in 1 Shimmering Eyeliner - Eyeshadow,540,15 In Stock,Sapphire, Eye Makeup, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
258,59,Rude 2 in 1 Shimmering Eyeliner - Eyeshadow,540,15 In Stock,Rose Quartz, Eye Makeup, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
259,59,Rude 2 in 1 Shimmering Eyeliner - Eyeshadow,540,15 In Stock,Topaz ( Out of stock ), Eye Makeup, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
260,59,Rude 2 in 1 Shimmering Eyeliner - Eyeshadow,540,15 In Stock,Diamond ( Out of stock ), Eye Makeup, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
261,59,Rude 2 in 1 Shimmering Eyeliner - Eyeshadow,540,15 In Stock,Onyx ( Out of stock ), Eye Makeup, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
262,60,Rude RUduDE Be-All and End all-in-One Foam Cleaner,1250,,Onyx ( Out of stock ), Skin Care, RUDE® ,"
Just like a miracle, oh! wow. Pores need a breather, skin needs help strengthening flexibility, renew your skin with each application.  Our 3 in 1 solution toner will do that and more! Cut your routine to a single product that will protect, cleanse and even help prevent acne."
263,61,Rude Save My Lips Moisturizing Lip Oil,590,,Onyx ( Out of stock ), Lips, RUDE® ,"
A luxurious formula that nourishes and hydrates the lips. "
264,62,RUDE Fearless Face Palette,1100,,Onyx ( Out of stock ), Face, RUDE® ,"
A luxurious formula that nourishes and hydrates the lips. "
265,63,Rude Makeup Primer Spray,740,,Onyx ( Out of stock ), Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
266,64,Rude Suck'em Out Charcoal Face Peel Off Pack,1170,,Onyx ( Out of stock ), Skin Care, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
267,65,Rude Good Night Rose Sleeping Pack,1170,,Onyx ( Out of stock ), Skin Care, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
268,66,RUDE Unicorn Fantasies - Highlight Palette,1560,,Onyx ( Out of stock ), Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
269,67,RUDE NoFilter 3D Face Palette,1200,32 In Stock,Select Shade/Color, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
270,67,RUDE NoFilter 3D Face Palette,1200,32 In Stock,Roses, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
271,67,RUDE NoFilter 3D Face Palette,1200,32 In Stock,Stars ( Out of stock ), Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
272,68,Rude Blush Crush 9 Color Blush Palette,1810,14 In Stock,Select Shade/Color, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
273,68,Rude Blush Crush 9 Color Blush Palette,1810,14 In Stock,Level Up, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
274,68,Rude Blush Crush 9 Color Blush Palette,1810,14 In Stock,Match Three, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
275,69,RUDE Nude Orleans Face & Eye Palette,1600,,Match Three, Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
276,70,RUDE Blackjack 21 Eyeshadows - Mean Girl,1950,,Match Three, Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
277,71,RUDE Good Morning Foam Cleanser,1380,,Match Three, Skin Care, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
278,72,RUDE Blackjack 21 Eyeshadows - Tough Girl - Tough Girl,1950,,Match Three, Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
279,73,Rude Stardust Diamond Topper,690,17 In Stock,Select Shade/Color, Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
280,73,Rude Stardust Diamond Topper,690,17 In Stock,Cosmic, Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
281,73,Rude Stardust Diamond Topper,690,17 In Stock,Moonlit, Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
282,73,Rude Stardust Diamond Topper,690,17 In Stock,Astral ( Out of stock ), Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
283,74,RUDE Silver Bullet Makeup Brush Kit ,3000,,Astral ( Out of stock ), Makeup Accessories, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
284,75,RUDE Nude York Face & Eye Palette,1600,,Astral ( Out of stock ), Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
285,76,Rude PussyCat's Purr Lip Primer,590,,Astral ( Out of stock ), Lips, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
286,77,RUDE Fairy Tales 35 Eyeshadow Palette Book 3,2300,,Astral ( Out of stock ), Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
287,78,RUDE Cosmetics Highlighting Shimmer Trio,1250,,Astral ( Out of stock ), Face, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
288,79,Rude Faux Mink 3D Lashes - Transitionalist,680,,Astral ( Out of stock ), Eye Makeup, RUDE® ,"
	Beat the heat with Rude Cosmetics Makeup Primer Spray. Matte finish spray guaranteed to last all day long! Keep your makeup in place and oils away."
